X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
0.33,0.33,0.33,0.33,1,0,0.25,0.08,0.0,0.17,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.08,0.0,0.0
0.24,0.25,0.22,0.47,2,0,0.26,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.05,0.0,0.05,0.05,0.05,0.0
1.17,1.33,1.0,2.33,2,0,0.21,0.07,0.0,0.14,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.14,0.0
0.25,0.25,0.25,0.25,1,0,0.44,0.06,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.19,0.06,0.0,0.0
0.0,1.33,-1.33,0.0,1,1,0.31,0.15,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.08,0.0,0.0
-0.67,-0.67,-0.67,-0.67,0,1,0.09,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.09,0.0,0.0
0.19,0.5,-0.11,0.39,1,1,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.18,0.18,0.0,0.09,0.09,0.09,0.0
0.17,0.67,-0.33,0.33,1,1,0.14,0.0,0.0,0.18,0.05,0.0,0.0,0.05,0.05,0.0,0.09,0.05,0.05,0.0
0.6,0.6,0.6,0.6,1,0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
-0.33,-0.33,-0.33,-0.33,0,1,0.5,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
-0.17,-0.17,-0.17,-0.17,0,1,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.38,0.08,0.0,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.15,0.0,0.08,0.0
0.33,0.33,0.33,0.33,1,0,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.27,0.09,0.09
-0.83,0.33,-2.0,-1.67,1,1,0.25,0.06,0.06,0.06,0.06,0.06,0.0,0.12,0.06,0.0,0.0,0.12,0.12,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.33,0.0,0.0,0.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
1.0,1.0,1.0,1.0,1,0,0.27,0.18,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.18,0.0
-0.54,-0.33,-0.75,-1.08,0,2,0.22,0.11,0.0,0.33,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.1,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.15,0.0,0.0
-1.22,-1.11,-1.33,-2.44,0,2,0.25,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.38,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.25,0.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0
1.33,1.33,1.33,1.33,1,0,0.14,0.36,0.0,0.14,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.07,0.0
1.33,1.33,1.33,1.33,1,0,0.38,0.15,0.0,0.15,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0
1.33,1.33,1.33,1.33,1,0,0.2,0.07,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.0,0.0
0.17,0.17,0.17,0.17,1,0,0.22,0.04,0.0,0.13,0.09,0.0,0.0,0.04,0.04,0.0,0.13,0.17,0.04,0.0
0.36,0.6,0.11,0.71,2,0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.67,0.67,0.67,1,0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.14
0.0,1.67,-1.67,0.0,1,1,0.33,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.25,0.0,0.08,0.0
-0.55,0.22,-1.2,-1.64,1,2,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0
-0.46,0.33,-1.25,-0.92,1,1,0.31,0.06,0.06,0.12,0.0,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.12,0.0
0.33,0.33,0.33,0.33,1,0,0.14,0.21,0.0,0.07,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.14,0.0
-0.74,0.33,-1.89,-2.22,1,2,0.28,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.17,0.06,0.0
-0.54,-0.2,-0.89,-1.09,0,2,0.39,0.22,0.0,0.11,0.06,0.0,0.0,0.06,0.06,0.0,0.11,0.0,0.0,0.0
1.17,1.33,1.0,2.33,2,0,0.15,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.25,0.0,0.05,0.1,0.0,0.0
1.33,1.33,1.33,1.33,1,0,0.42,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
0.25,0.25,0.25,0.25,1,0,0.25,0.19,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.12,0.0
0.33,0.33,0.33,0.33,1,0,0.23,0.15,0.0,0.23,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0
0.83,1.33,0.33,1.67,2,0,0.11,0.22,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0
0.33,0.33,0.33,0.67,2,0,0.1,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,0.1,0.15,0.05,0.05
0.33,0.33,0.33,0.33,1,0,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0
-0.83,-0.83,-0.83,-0.83,0,1,0.18,0.0,0.0,0.18,0.27,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0
-1.67,-1.67,-1.67,-1.67,0,1,0.5,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0
0.5,0.67,0.33,1.0,2,0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.1,0.0,0.2,0.05,0.05,0.0
1.33,1.33,1.33,1.33,1,0,0.22,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.22,0.0,0.11,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,0,1,0.67,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
-0.39,0.33,-1.33,-1.17,1,2,0.22,0.0,0.0,0.06,0.22,0.0,0.0,0.11,0.0,0.06,0.11,0.11,0.06,0.0
1.0,1.0,1.0,1.0,1,0,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0
1.0,1.0,1.0,1.0,1,0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.05,0.0,0.15,0.1,0.0
-0.67,-0.67,-0.67,-0.67,0,1,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,1.33,-0.33,2.31,4,1,0.25,0.2,0.0,0.1,0.0,0.1,0.0,0.05,0.05,0.0,0.05,0.15,0.05,0.0
0.33,0.33,0.33,0.33,1,0,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0
0.04,0.33,-0.4,0.16,2,2,0.31,0.23,0.0,0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08
0.78,0.78,0.78,0.78,1,0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0
1.0,1.33,0.67,2.0,2,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
-0.75,-0.75,-0.75,-0.75,0,1,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.33,0.11
1.33,1.33,1.33,1.33,1,0,0.12,0.38,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0
-0.21,0.33,-0.75,-0.42,1,1,0.31,0.08,0.08,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.08,0.0
-0.22,-0.22,-0.22,-0.22,0,1,0.22,0.07,0.0,0.07,0.04,0.0,0.0,0.07,0.15,0.0,0.11,0.11,0.11,0.0
1.0,1.0,1.0,1.0,1,0,0.15,0.05,0.0,0.15,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.25,0.0,0.0
1.56,1.56,1.56,1.56,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
-0.17,-0.17,-0.17,-0.17,0,1,0.33,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.13,0.07,0.07,0.0
0.67,1.33,0.33,2.0,3,0,0.13,0.13,0.0,0.07,0.13,0.0,0.0,0.13,0.0,0.07,0.0,0.07,0.13,0.0
1.0,1.0,1.0,1.0,1,0,0.12,0.08,0.0,0.0,0.04,0.0,0.0,0.12,0.04,0.0,0.12,0.21,0.08,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.08,0.0,0.0,0.15,0.04,0.04,0.0,0.08,0.08,0.0,0.08,0.15,0.08,0.0
0.33,0.33,0.33,0.33,1,0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0
-0.75,-0.75,-0.75,-0.75,0,1,0.33,0.2,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.0,0.13,0.0,0.07,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.43,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
-1.33,-1.33,-1.33,-1.33,0,1,0.27,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.2,0.0,0.13,0.07,0.0,0.0
-0.22,-0.22,-0.22,-0.22,0,1,0.07,0.07,0.0,0.14,0.14,0.0,0.0,0.0,0.29,0.0,0.07,0.14,0.0,0.0
1.22,1.22,1.22,1.22,1,0,0.18,0.18,0.0,0.09,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.0
1.0,1.0,1.0,1.0,1,0,0.21,0.05,0.05,0.05,0.16,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.0,0.05
0.11,0.11,0.11,0.11,1,0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.06,0.12,0.0
0.8,0.8,0.8,0.8,1,0,0.33,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,2.0,-0.25,1.75,1,1,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0
-0.67,-0.67,-0.67,-0.67,0,1,0.07,0.07,0.0,0.14,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.14,0.21,0.0
1.33,1.33,1.33,1.33,1,0,0.08,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,2,0,0.12,0.12,0.0,0.06,0.0,0.0,0.0,0.19,0.12,0.0,0.12,0.19,0.0,0.0
0.43,0.43,0.43,0.43,1,0,0.25,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0
-1.0,-1.0,-1.0,-1.0,0,1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
0.33,0.33,0.33,0.33,1,0,0.17,0.08,0.0,0.17,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.08,0.08,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.15,0.08,0.0
1.33,1.33,1.33,1.33,1,0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.0
1.0,1.0,1.0,1.0,1,0,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.0
0.33,0.33,0.33,0.33,1,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
1.06,1.22,0.89,2.11,2,0,0.38,0.15,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08
-1.33,-1.33,-1.33,-1.33,0,1,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.06,0.0,0.38,0.12,0.0
-0.17,0.67,-1.0,-0.33,1,1,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.25,0.12,0.0,0.25,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0
0.67,0.67,0.67,0.67,1,0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.08,0.0,0.17,0.0,0.0,0.0
-1.2,-0.4,-2.0,-2.4,0,2,0.36,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.29,0.0
-1.83,-1.83,-1.83,-1.83,0,1,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.33,0.0,0.11
-0.2,-0.2,-0.2,-0.2,0,1,0.15,0.1,0.0,0.15,0.05,0.0,0.0,0.1,0.05,0.0,0.1,0.15,0.15,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.38,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.17,0.21,0.0,0.12,0.04,0.0,0.0,0.12,0.12,0.0,0.04,0.08,0.0,0.04
-1.67,-1.67,-1.67,-1.67,0,1,0.43,0.0,0.0,0.29,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1,0,0.43,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0
-0.17,1.0,-1.33,-0.33,1,1,0.1,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.1,0.14,0.24,0.0
1.33,1.33,1.33,1.33,1,0,0.17,0.33,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
-1.67,-1.67,-1.67,-1.67,0,1,0.14,0.0,0.0,0.43,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0
-0.37,0.6,-1.33,-0.73,1,1,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0
0.6,0.6,0.6,1.2,2,0,0.22,0.0,0.07,0.19,0.0,0.0,0.0,0.07,0.26,0.0,0.0,0.11,0.0,0.0
1.0,1.0,1.0,2.0,2,0,0.28,0.11,0.0,0.11,0.17,0.0,0.0,0.0,0.06,0.0,0.17,0.11,0.0,0.0
0.19,0.22,0.17,0.39,2,0,0.13,0.0,0.0,0.2,0.07,0.0,0.0,0.07,0.2,0.0,0.07,0.13,0.07,0.0
0.33,0.33,0.33,0.33,1,0,0.29,0.18,0.0,0.12,0.0,0.0,0.0,0.18,0.0,0.0,0.06,0.12,0.06,0.0
-0.81,-0.11,-1.33,-2.44,0,3,0.29,0.29,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.1,0.1,0.0,0.0
0.89,1.33,0.33,2.67,3,0,0.15,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.25,0.0,0.1,0.05,0.15,0.0
0.67,0.67,0.67,0.67,1,0,0.21,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.07,0.07,0.0
0.33,0.33,0.33,0.33,1,0,0.12,0.38,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0
-1.67,-1.67,-1.67,-1.67,0,1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.36,0.09,0.18,0.09,0.0,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.24,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.18,0.0,0.12,0.12,0.12,0.0
0.4,1.0,-0.2,0.8,1,1,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12
1.17,1.33,1.0,2.33,2,0,0.1,0.33,0.0,0.14,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.19,0.1,0.0
-0.0,0.33,-0.67,-0.0,2,1,0.27,0.13,0.0,0.13,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.13,0.0
-0.11,-0.11,-0.11,-0.11,0,1,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.25,0.12,0.0,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.33,0.0
1.0,1.0,1.0,1.0,1,0,0.24,0.0,0.0,0.12,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.12,0.35,0.0
-1.67,-1.67,-1.67,-1.67,0,1,0.17,0.33,0.0,0.17,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0
1.33,1.33,1.33,1.33,1,0,0.13,0.07,0.07,0.13,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0
-0.17,-0.17,-0.17,-0.17,0,1,0.33,0.08,0.0,0.17,0.0,0.0,0.0,0.08,0.0,0.0,0.25,0.08,0.0,0.0
-0.52,-0.2,-0.83,-1.03,0,2,0.19,0.0,0.0,0.19,0.1,0.0,0.0,0.1,0.19,0.0,0.05,0.14,0.05,0.0
0.83,1.33,0.33,1.67,2,0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0
0.22,0.33,0.11,0.44,2,0,0.08,0.08,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.23,0.0
1.17,1.33,1.0,2.33,2,0,0.18,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.06,0.12,0.12,0.0
-0.44,-0.44,-0.44,-0.44,0,1,0.17,0.17,0.06,0.0,0.11,0.06,0.0,0.06,0.06,0.0,0.0,0.11,0.06,0.0
-0.42,-0.33,-0.5,-0.83,0,2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.15,0.1,0.0,0.1,0.05,0.0,0.0
1.22,1.22,1.22,1.22,1,0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.22,0.11,0.0,0.11,0.0,0.0,0.11
1.0,1.0,1.0,1.0,1,0,0.36,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.23,0.08,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.08,0.0,0.0
-0.67,-0.67,-0.67,-0.67,0,1,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0
0.03,0.17,-0.11,0.06,1,1,0.18,0.09,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.09
-0.75,-0.75,-0.75,-0.75,0,1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0
-0.11,-0.11,-0.11,-0.11,0,1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
-0.33,-0.33,-0.33,-0.33,0,1,0.19,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.38,0.0,0.06,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1,0,0.25,0.06,0.0,0.12,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.06,0.06,0.0
0.17,0.33,0.0,0.33,1,0,0.12,0.0,0.0,0.12,0.06,0.06,0.0,0.06,0.06,0.12,0.06,0.24,0.0,0.12
-1.11,-0.67,-1.33,-3.33,0,3,0.42,0.0,0.0,0.17,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.17,0.0,0.0
-1.67,-1.67,-1.67,-1.67,0,1,0.0,0.12,0.06,0.25,0.0,0.0,0.0,0.12,0.06,0.0,0.06,0.19,0.12,0.0
-0.5,0.33,-1.33,-1.0,1,1,0.08,0.04,0.04,0.17,0.08,0.0,0.0,0.04,0.17,0.0,0.04,0.08,0.12,0.0
-0.2,-0.2,-0.2,-0.2,0,1,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.0
-0.5,-0.33,-0.67,-1.0,0,2,0.21,0.11,0.0,0.16,0.05,0.0,0.0,0.21,0.0,0.05,0.05,0.11,0.0,0.0
0.56,1.33,-0.22,1.11,1,1,0.24,0.12,0.0,0.12,0.0,0.0,0.0,0.18,0.0,0.0,0.06,0.0,0.0,0.0
-0.11,-0.11,-0.11,-0.11,0,1,0.12,0.19,0.0,0.12,0.06,0.0,0.0,0.12,0.06,0.0,0.19,0.06,0.0,0.0
-1.21,-0.75,-1.67,-2.42,0,2,0.14,0.07,0.0,0.14,0.07,0.0,0.0,0.14,0.14,0.0,0.07,0.07,0.07,0.0
0.25,0.25,0.25,0.25,1,0,0.0,0.09,0.0,0.18,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.09
1.11,1.22,1.0,2.22,2,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
-0.78,-0.78,-0.78,-0.78,0,1,0.17,0.08,0.0,0.08,0.0,0.0,0.0,0.25,0.08,0.0,0.25,0.08,0.0,0.0
0.67,1.0,0.33,1.33,2,0,0.22,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0
1.0,1.33,0.67,2.0,2,0,0.11,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.11,0.0,0.11,0.28,0.11,0.0
-0.33,0.33,-1.0,-0.67,1,1,0.23,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.08,0.0
0.33,0.33,0.33,0.33,1,0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
0.5,0.5,0.5,0.5,1,0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.25,0.0
-0.75,-0.75,-0.75,-0.75,0,1,0.44,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0
0.28,1.22,-0.67,0.56,1,1,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12
-1.0,-1.0,-1.0,-1.0,0,1,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.12
1.0,1.0,1.0,1.0,1,0,0.38,0.0,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
-1.0,-1.0,-1.0,-1.0,0,1,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.11,0.06,0.06,0.11,0.11,0.06,0.0
0.33,0.33,0.33,0.33,1,0,0.11,0.22,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.56,0.56,0.56,1,0,0.45,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0
1.0,1.0,1.0,1.0,1,0,0.18,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.27,0.0,0.0
1.22,1.22,1.22,2.44,2,0,0.23,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.15,0.0,0.08,0.0,0.0,0.15
-0.62,-0.25,-1.0,-1.25,0,2,0.21,0.11,0.0,0.16,0.05,0.0,0.0,0.11,0.11,0.0,0.0,0.26,0.0,0.0
0.94,1.22,0.67,1.89,2,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
-0.8,-0.8,-0.8,-0.8,0,1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.5,0.5,0.5,0.5,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
0.1,0.33,-0.14,0.19,1,1,0.25,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.0
1.14,1.14,1.14,1.14,1,0,0.15,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.08,0.0
-0.21,0.25,-0.67,-0.42,1,1,0.22,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
-1.33,-1.33,-1.33,-1.33,0,1,0.33,0.07,0.0,0.13,0.0,0.0,0.07,0.07,0.13,0.0,0.07,0.13,0.0,0.0
0.33,0.33,0.33,0.33,1,0,0.17,0.33,0.0,0.08,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.08,0.08,0.0
1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0
0.17,0.67,-0.33,0.33,1,1,0.2,0.13,0.0,0.13,0.07,0.0,0.0,0.07,0.13,0.0,0.13,0.07,0.07,0.0
